270;die Kartoffel, -n;potato;Kartoffeln sind eine wichtige Beilage in vielen Gerichten.;Potatoes are an important side dish in many dishes.;[sound:270.mp3]
271;der Käse, Sg.;cheese;Ich liebe Käse auf meiner Pizza.;I love cheese on my pizza.;[sound:271.mp3]
272;die Milch, Sg.;milk;Morgens trinke ich immer Milch.;I always drink milk in the morning.;[sound:272.mp3]
273;die Nudeln, PI.;pasta;Spaghetti sind eine Art von Nudeln.;Spaghetti are a type of pasta.;[sound:273.mp3]
274;der Reis, Sg.;rice;Ich esse gerne Reis mit Gemüse.;I like to eat rice with vegetables.;[sound:274.mp3]
275;der Salat, -e;salad;Ein gemischter Salat ist gesund.;A mixed salad is healthy.;[sound:275.mp3]
276;der Tee, Sg.;tea;Ich trinke gerne grünen Tee.;I like to drink green tea.;[sound:276.mp3]
277;der Fisch, -e;fish;Gebackener Fisch ist mein Lieblingsessen.;Baked fish is my favorite meal.;[sound:277.mp3]
278;die Tomate, -n;tomato;Tomaten sind eine wichtige Zutat in vielen Gerichten.;Tomatoes are an important ingredient in many dishes.;[sound:278.mp3]
279;das Wasser, Sg.;water;Trink bitte genug Wasser, um hydratisiert zu bleiben.;Please drink enough water to stay hydrated.;[sound:279.mp3]
280;der Wein, -e;wine;Wir genießen ein Glas Wein zum Abendessen.;We enjoy a glass of wine with dinner.;[sound:280.mp3]
281;"die Wurst, ""-e";sausage;Ich esse gerne Wurstbrote zum Frühstück.;I like to eat sausage sandwiches for breakfast.;[sound:281.mp3]
282;essen;to eat;Wir essen Abendessen um 18 Uhr.;'We eat dinner at 6 o''clock.';[sound:282.mp3]
283;trinken;to drink;Ich trinke Kaffee am Morgen.;I drink coffee in the morning.;[sound:283.mp3]
284;täglich;daily;Ich mache täglich Sport.;I exercise daily.;[sound:284.mp3]
285;oft;often;Ich treffe meine Freunde oft.;I often meet my friends.;[sound:285.mp3]
286;manchmal;sometimes;Manchmal gehe ich alleine spazieren.;Sometimes I go for a walk alone.;[sound:286.mp3]
287;selten;rarely;Ich esse selten Fast Food.;I rarely eat fast food.;[sound:287.mp3]
288;nie;never;Ich trinke nie Alkohol.;I never drink alcohol.;[sound:288.mp3]
289;das Ei, -er;egg;Ich brate ein Ei zum Frühstück.;I fry an egg for breakfast.;[sound:289.mp3]
290;der Zucker, Sg.;sugar;Zucker macht den Kaffee süß.;Sugar makes the coffee sweet.;[sound:290.mp3]
291;die Orange, -n;orange;Ich esse eine saftige Orange.;I eat a juicy orange.;[sound:291.mp3]
292;die Spaghetti, PI.;spaghetti;Spaghetti sind lecker mit Tomatensauce.;Spaghetti are delicious with tomato sauce.;[sound:292.mp3]
293;das Brötchen, -;roll;Ein frisches Brötchen zum Frühstück schmeckt gut.;A fresh roll for breakfast tastes good.;[sound:293.mp3]
294;das Getränk, -e;beverage;Was ist dein Lieblingsgetränk?;What is your favorite beverage?;[sound:294.mp3]
295;das Bier, -e;beer;In Deutschland trinken viele Menschen gerne Bier.;In Germany, many people like to drink beer.;[sound:295.mp3]
296;"der Apfelsaft, ""-e";apple juice;Apfelsaft ist erfrischend an einem heißen Tag.;Apple juice is refreshing on a hot day.;[sound:296.mp3]
297;bitte;please;Bitte hilf mir.;Please help me.;[sound:297.mp3]
298;doch;yet;Ich bin müde, doch ich möchte noch arbeiten.;'I''m tired, yet I want to keep working.';[sound:298.mp3]
299;vergessen;to forget;Ich habe meine Schlüssel zu Hause vergessen.;I forgot my keys at home.;[sound:299.mp3]
300;holen;to fetch;Kannst du bitte Milch aus dem Laden holen?;Can you please fetch milk from the store?;[sound:300.mp3]
301;warten;to wait;Wir müssen auf den Bus warten.;We need to wait for the bus.;[sound:301.mp3]
302;der Hunger, Sg.;hunger;Ich habe Hunger.;'I''m hungry.';[sound:302.mp3]
303;Ich habe Durst.;'I''m thirsty.';;;[sound:303.mp3]
304;probieren;to try;Möchtest du etwas Neues probieren?;Do you want to try something new?;[sound:304.mp3]
305;die Packung, -en;packaging;Die Packung enthält vier Schokoriegel.;The packaging contains four chocolate bars.;[sound:305.mp3]
306;die Dose, -n;can;Die Dose ist voll mit Erbsen.;The can is full of peas.;[sound:306.mp3]
307;"das Glas, ""-er";glass;Ich trinke Wasser aus einem Glas.;I drink water from a glass.;[sound:307.mp3]
308;der Becher, -;cup;Der Becher ist voll mit Eiscreme.;The cup is full of ice cream.;[sound:308.mp3]
309;die Tüte, -n;bag;Die Tüte enthält frisches Brot.;The bag contains fresh bread.;[sound:309.mp3]
310;"der Kasten, ""-";box;Der Kasten ist schwer.;The box is heavy.;[sound:310.mp3]
311;das Stück, Sg.;piece;Ein Stück Kuchen, bitte.;A piece of cake, please.;[sound:311.mp3]
312;die Tafel Schokolade;chocolate bar;Ich esse gerne eine Tafel Schokolade.;I like to eat a chocolate bar.;[sound:312.mp3]
313;die Scheibe, -n;slice;Ich möchte eine Scheibe Käse.;'I''d like a slice of cheese.';[sound:313.mp3]
314;das Gramm, Sg.;gram;100 Gramm Mehl werden benötigt.;100 grams of flour are needed.;[sound:314.mp3]
315;das Kilo/Kilogramm, Sg;kilogram;Ein Kilogramm sind 1000 Gramm.;One kilogram is 1000 grams.;[sound:315.mp3]
316;das Pfund, Sg.;pound;Ein Pfund entspricht etwa 0,45 Kilogramm.;One pound is approximately 0.45 kilograms.;[sound:316.mp3]
317;der Liter, Sg.;liter;Eine Flasche enthält 1,5 Liter Wasser.;A bottle contains 1.5 liters of water.;[sound:317.mp3]
318;das Obst, Sg.;fruit;Obst ist gesund.;Fruit is healthy.;[sound:318.mp3]
319;das Gemüse, Sg.;vegetables;Gemüse enthält viele Vitamine.;Vegetables contain many vitamins.;[sound:319.mp3]
320;der Kunde, -n;customer;Der Kunde hat ein Problem mit seinem Kauf.;The customer has an issue with his purchase.;[sound:320.mp3]
321;die Kundin, -nen;female customer;Die Kundin ist mit dem Service zufrieden.;The female customer is satisfied with the service.;[sound:321.mp3]
322;der Preis, -e;price;Der Preis für das Produkt ist fair.;The price for the product is fair.;[sound:322.mp3]
323;"der Markt, ""-e";market;Der Markt ist samstags geöffnet.;The market is open on Saturdays.;[sound:323.mp3]
324;die Metzgerei, -en;butcher shop;In der Metzgerei kaufe ich Fleisch.;I buy meat at the butcher shop.;[sound:324.mp3]
325;die Bäckerei, -en;bakery;In der Bäckerei gibt es frisches Brot.;The bakery has fresh bread.;[sound:325.mp3]
326;Ich hätte gern ...;I would like ...;Ich hätte gern ein Brötchen mit Käse.;I would like a roll with cheese.;[sound:326.mp3]
327;Haben Sie noch ...;Do you have ...;Haben Sie noch frisches Brot?;Do you have fresh bread?;[sound:327.mp3]
328;passend;appropriate;Das Kleid ist passend für die Hochzeit.;The dress is appropriate for the wedding.;[sound:328.mp3]
329;bekommen;to receive;Ich bekomme ein Geschenk zum Geburtstag.;I receive a gift for my birthday.;[sound:329.mp3]
330;zurück;back;Gib mir bitte mein Buch zurück.;Please give me my book back.;[sound:330.mp3]
331;möchten;would like;Ich möchte eine Tasse Kaffee, bitte.;I would like a cup of coffee, please.;[sound:331.mp3]
332;mögen;to like;Ich mag Schokolade.;I like chocolate.;[sound:332.mp3]
333;das Frühstück;breakfast;Ich esse Müsli zum Frühstück.;I eat cereal for breakfast.;[sound:333.mp3]
334;das Mittagessen;lunch;Das Mittagessen ist um 12 Uhr.;'Lunch is at 12 o''clock.';[sound:334.mp3]
335;das Abendessen;dinner;Wir essen um 19 Uhr zu Abend.;We have dinner at 7 p.m.;[sound:335.mp3]
336;frühstücken;to have breakfast;Ich frühstücke jeden Morgen um 7 Uhr.;'I have breakfast every morning at 7 o''clock.';[sound:336.mp3]
337;der Bankkaufmann, -männer;banker (male);Der Bankkaufmann berät Kunden in Finanzangelegenheiten.;The male banker advises customers on financial matters.;[sound:337.mp3]
338;die Bankkauffrau, -en;banker (female);Die Bankkauffrau arbeitet in der Filiale.;The female banker works at the branch.;[sound:338.mp3]
339;PI: Bankkaufleute;bankers;Bankkaufleute arbeiten im Finanzwesen.;Bankers work in the financial sector.;[sound:339.mp3]
340;der/die Altenpfleger/in, -/-nen;geriatric nurse;Der Altenpfleger kümmert sich um ältere Patienten.;The geriatric nurse takes care of elderly patients.;[sound:340.mp3]
341;der/die Kellner/in, -/-nen;waiter/waitress;Die Kellnerin nimmt die Bestellungen der Gäste auf.;'The waitress takes the guests'' orders.';[sound:341.mp3]
342;der/die Kfz-Mechaniker/in, -/-nen;automotive mechanic;Der Kfz-Mechaniker repariert Autos.;The automotive mechanic repairs cars.;[sound:342.mp3]
343;"die Reinigungskraft, ""-e";cleaning staff;Die Reinigungskraft sorgt für Sauberkeit im Büro.;The cleaning staff ensures cleanliness in the office.;[sound:343.mp3]
344;der/die Taxifahrer/in, -/-nen;taxi driver;Der Taxifahrer bringt die Passagiere zum Flughafen.;The taxi driver takes passengers to the airport.;[sound:344.mp3]
345;der/die Briefträger/in, -/-nen;mail carrier;Der Briefträger bringt die Post jeden Morgen.;The mail carrier delivers the mail every morning.;[sound:345.mp3]
346;der Koch, -e;cook;Der Koch bereitet köstliche Gerichte zu.;The cook prepares delicious dishes.;[sound:346.mp3]
347;die Köchin, -nen;female cook;Die Köchin arbeitet in einem Sternerestaurant.;The female cook works in a Michelin-starred restaurant.;[sound:347.mp3]
348;die Baustelle, -n;construction site;Auf der Baustelle wird ein neues Gebäude errichtet.;A new building is being constructed at the construction site.;[sound:348.mp3]
349;"die Werkstatt, ""-en";workshop;In der Werkstatt werden Reparaturen durchgeführt.;Repairs are carried out in the workshop.;[sound:349.mp3]
350;die Bank, -en;bank;Ich gehe zur Bank, um Geld abzuheben.;I go to the bank to withdraw money.;[sound:350.mp3]
351;das Restaurant, -s;restaurant;Wir essen heute Abend in einem italienischen Restaurant.;We are dining at an Italian restaurant tonight.;[sound:351.mp3]
352;das Büro, -s;office;Im Büro arbeiten viele Menschen.;Many people work in the office.;[sound:352.mp3]
353;der/die Krankenpfleger/in, -/-nen;nurse;Die Krankenpflegerin kümmert sich um die Patienten.;The nurse takes care of the patients.;[sound:353.mp3]
354;die Krankenschwester, -n;nurse (female);Die Krankenschwester ist sehr freundlich.;The female nurse is very friendly.;[sound:354.mp3]
355;der Schichtdienst, -e;shift work;Im Schichtdienst arbeitet man auch nachts.;In shift work, one also works at night.;[sound:355.mp3]
356;"das Krankenhaus, ""-er";hospital;Das Krankenhaus hat eine Notaufnahme.;The hospital has an emergency room.;[sound:356.mp3]
357;müssen;must;Ich muss heute Abend arbeiten.;I must work tonight.;[sound:357.mp3]
358;können;can;Ich kann Deutsch sprechen.;I can speak German.;[sound:358.mp3]
359;wollen;want;Ich will im Sommer in den Urlaub fahren.;I want to go on vacation in the summer.;[sound:359.mp3]
360;das Geld, Sg.;money;Geld ist notwendig, um Dinge zu kaufen.;Money is necessary to buy things.;[sound:360.mp3]
361;verdienen;to earn;Er verdient viel Geld in seinem Job.;He earns a lot of money in his job.;[sound:361.mp3]
362;wechseln;to exchange;Ich muss Euro in Dollar wechseln.;I need to exchange euros for dollars.;[sound:362.mp3]
363;beraten;to advise;Der Berater hat mir gute Ratschläge gegeben.;The advisor gave me good advice.;[sound:363.mp3]
364;helfen;to help;Kannst du mir bitte helfen?;Can you please help me?;[sound:364.mp3]
365;die Überweisung, -en;bank transfer;Die Überweisung wurde erfolgreich durchgeführt.;The bank transfer was successful.;[sound:365.mp3]
366;kontrollieren;to check;Wir müssen die Dokumente kontrollieren.;We need to check the documents.;[sound:366.mp3]
367;die Kasse, -n;checkout;An der Kasse können Sie bezahlen.;You can pay at the checkout.;[sound:367.mp3]
368;das Formular, -e;form;Bitte füllen Sie das Formular aus.;Please fill out the form.;[sound:368.mp3]
369;unterschreiben;to sign;Sie müssen das Dokument unterschreiben.;You need to sign the document.;[sound:369.mp3]
370;der/die Sekretär/in, -e/-nen;secretary;Die Sekretärin organisiert den Terminkalender.;The secretary organizes the schedule.;[sound:370.mp3]
371;die Arbeitszeit, -en;working hours;Meine Arbeitszeit beträgt 40 Stunden pro Woche.;My working hours are 40 hours per week.;[sound:371.mp3]
372;anstrengend;tiring;Die Arbeit kann manchmal anstrengend sein.;Work can be tiring at times.;[sound:372.mp3]
373;das Team, -s;team;Wir sind ein starkes Team.;We are a strong team.;[sound:373.mp3]
374;allein, alleine;alone;Manchmal arbeite ich gerne alleine.;Sometimes I like to work alone.;[sound:374.mp3]
375;reisen;to travel;Wir planen, um die Welt zu reisen.;We plan to travel around the world.;[sound:375.mp3]
376;die Karriere, Sg.;career;Sie hat eine erfolgreiche Karriere in der Wirtschaft.;She has a successful career in business.;[sound:376.mp3]
377;draußen;outside;Wir spielen gerne draußen im Garten.;We like to play outside in the garden.;[sound:377.mp3]
378;drinnen;inside;Es ist warm drinnen im Haus.;'It''s warm inside the house.';[sound:378.mp3]
379;der Geldautomat, -en;ATM (Automated Teller Machine);Am Geldautomat können Sie Bargeld abheben.;You can withdraw cash from the ATM.;[sound:379.mp3]
380;die EC-Karte, -n;debit card;Die EC-Karte ermöglicht bargeldloses Bezahlen.;The debit card allows for cashless payments.;[sound:380.mp3]
381;die Kontonummer, -n;account number;Bitte geben Sie Ihre Kontonummer ein.;Please enter your account number.;[sound:381.mp3]
382;"der Kontoauszug, ""-e";bank statement;Der Kontoauszug zeigt alle Transaktionen.;The bank statement shows all transactions.;[sound:382.mp3]
383;die IBAN;IBAN (International Bank Account Number);Die IBAN ist eine internationale Kontonummer.;The IBAN is an international bank account number.;[sound:383.mp3]
384;die Gebühr, -en;fee;Es gibt eine Gebühr für den Parkplatz.;There is a fee for the parking lot.;[sound:384.mp3]
385;überweisen;to transfer;Ich werde das Geld auf Ihr Konto überweisen.;I will transfer the money to your account.;[sound:385.mp3]
386;die Bankverbindung, -en;bank details;Bitte teilen Sie mir Ihre Bankverbindung mit.;Please provide me with your bank details.;[sound:386.mp3]
387;aus;out of;Der Briefträger geht aus dem Postamt.;The mail carrier is going out of the post office.;[sound:387.mp3]
388;bei;at;Ich treffe mich bei der Bank.;'I''m meeting at the bank.';[sound:388.mp3]
389;nach;after;Wir gehen nach dem Mittagessen zur Arbeit.;We go to work after lunch.;[sound:389.mp3]
390;von;from;Das Geld kam von meiner Großmutter.;The money came from my grandmother.;[sound:390.mp3]
391;zu;to;Ich gehe zu meiner Ärztin.;'I''m going to my doctor.';[sound:391.mp3]
392;bedienen;to serve;Der Kellner wird uns im Restaurant bedienen.;The waiter will serve us in the restaurant.;[sound:392.mp3]
393;die Mittagspause, -n;lunch break;Die Mittagspause dauert eine Stunde.;The lunch break lasts for one hour.;[sound:393.mp3]
394;der Kollege, -n;colleague;Meine Kollegen sind nett und hilfsbereit.;My colleagues are nice and helpful.;[sound:394.mp3]
395;die Kollegin, -nen;female colleague;Meine Kollegin ist sehr hilfsbereit.;My female colleague is very helpful.;[sound:395.mp3]
396;der Termin, -e;appointment;Ich habe morgen einen wichtigen Termin.;I have an important appointment tomorrow.;[sound:396.mp3]
397;der/die Chef/in, -s/-nen;boss;Der Chef ist mit meiner Arbeit zufrieden.;The boss is satisfied with my work.;[sound:397.mp3]
398;der Kindergarten, -;kindergarten;Mein Kind geht in den Kindergarten.;My child goes to kindergarten.;[sound:398.mp3]
399;die Haltestelle, -n;bus stop;Die Haltestelle ist direkt vor unserem Haus.;The bus stop is right in front of our house.;[sound:399.mp3]
400;Gute Besserung!;Get well soon!;Du bist krank? Gute Besserung!;'You''re sick? Get well soon!';[sound:400.mp3]
401;"der Hausarzt, ""-e";family doctor;Mein Hausarzt ist sehr kompetent.;My family doctor is very competent.;[sound:401.mp3]
402;die Hausärztin, -nen;female family doctor;Die Hausärztin nimmt keine neuen Patienten an.;The female family doctor is not accepting new patients.;[sound:402.mp3]
403;"der Zahnarzt, ""-e";dentist;Ich muss zum Zahnarzt, um meine Zähne überprüfen zu lassen.;I need to go to the dentist to have my teeth checked.;[sound:403.mp3]
404;die Zahnärztin, -nen;female dentist;Die Zahnärztin ist freundlich und einfühlsam.;The female dentist is friendly and empathetic.;[sound:404.mp3]
405;die Sprechzeiten, PI.;office hours;Die Sprechzeiten der Praxis sind von 8 bis 18 Uhr.;The office hours of the practice are from 8 AM to 6 PM.;[sound:405.mp3]
406;nach Vereinbarung;by appointment;Die Behandlung erfolgt nach Vereinbarung.;The treatment is by appointment.;[sound:406.mp3]
407;die Zahnschmerzen, PI.;toothaches;Zahnschmerzen können sehr unangenehm sein.;Toothaches can be very uncomfortable.;[sound:407.mp3]
408;die Halsschmerzen, PI.;sore throat;Halsschmerzen sind ein häufiges Symptom bei Erkältungen.;Sore throats are a common symptom of colds.;[sound:408.mp3]
409;die Bauchschmerzen, PI.;stomachaches;Bauchschmerzen können verschiedene Ursachen haben.;Stomachaches can have various causes.;[sound:409.mp3]
410;die Rückenschmerzen, PI;backaches;Rückenschmerzen können durch falsche Haltung verursacht werden.;Backaches can be caused by incorrect posture.;[sound:410.mp3]
411;die Praxis, Praxen;practice;Die Praxis des Arztes ist gut ausgestattet.;'The doctor''s practice is well-equipped.';[sound:411.mp3]
412;am Apparat;on the phone;Am Apparat ist der Hausarzt.;The family doctor is on the phone.;[sound:412.mp3]
413;am nächsten Montag;next Monday;Die Besprechung findet am nächsten Montag statt.;The meeting is scheduled for next Monday.;[sound:413.mp3]
414;sagen;to say;Kannst du mir bitte sagen, wie spät es ist?;Can you please tell me what time it is?;[sound:414.mp3]
415;"der Kopf, ""-e";head;Mein Kopf tut weh.;My head hurts.;[sound:415.mp3]
416;das Auge, -n;eye;Die Augen sind die Fenster zur Seele.;The eyes are the windows to the soul.;[sound:416.mp3]
417;die Nase, -n;nose;Meine Nase läuft, weil ich erkältet bin.;My nose is running because I have a cold.;[sound:417.mp3]
418;"der Mund, ""-er";mouth;Der Zahnarzt untersucht meinen Mund.;The dentist is examining my mouth.;[sound:418.mp3]
419;das Ohr, -en;ear;Mein Ohr schmerzt, und ich kann nicht gut hören.;'My ear hurts, and I can''t hear well.';[sound:419.mp3]
420;"der Hals, ""-e";throat;Mein Hals ist kratzig und schmerzt.;My throat is scratchy and hurts.;[sound:420.mp3]
421;das Bein, -e;leg;Ich habe mir das Bein verstaucht.;I sprained my leg.;[sound:421.mp3]
422;"der Fuß, ""-e";foot;Mein Fuß ist eingeschlafen.;My foot fell asleep.;[sound:422.mp3]
423;der Arm, -e;arm;Mein Arm ist nach dem Sport müde.;My arm is tired after exercising.;[sound:423.mp3]
424;der Finger, -;finger;Ich habe mir in den Finger geschnitten.;I cut my finger.;[sound:424.mp3]
425;der Rücken, -;back;Rückenschmerzen können von einer schlechten Haltung kommen.;Backaches can result from bad posture.;[sound:425.mp3]
426;"der Bauch, ""-e";stomach;Mein Bauch fühlt sich aufgebläht an.;My stomach feels bloated.;[sound:426.mp3]
427;Was fehlt Ihnen?;'What''s the matter?';"Der Arzt fragt: ""Was fehlt Ihnen?""";"'The doctor asks, ""What''s the matter with you?""'";[sound:427.mp3]
428;erkältet sein;to have a cold;Ich bin erkältet und brauche Ruhe.;I have a cold and need rest.;[sound:428.mp3]
429;der Schnupfen, Sg.;runny nose;Ein Schnupfen kann lästig sein.;A runny nose can be annoying.;[sound:429.mp3]
430;der Husten, Sg.;cough;Der Husten hält mich nachts wach.;The cough keeps me awake at night.;[sound:430.mp3]
431;wehtun;to hurt;Mein Kopf tut weh.;My head hurts.;[sound:431.mp3]
432;das Fieber, Sg.;fever;Fieber ist ein Zeichen einer Infektion.;Fever is a sign of an infection.;[sound:432.mp3]
433;aufmachen;to open;Können Sie bitte das Fenster aufmachen?;Can you please open the window?;[sound:433.mp3]
434;die Erkältung, -en;cold;Eine Erkältung kann verschiedene Symptome verursachen.;A cold can cause various symptoms.;[sound:434.mp3]
435;die Grippe, -n;flu;Die Grippe kann sehr schwerwiegend sein.;The flu can be very serious.;[sound:435.mp3]
436;die Kontrolle, -n;check-up;Die Kontrolle beim Zahnarzt war gut.;The check-up at the dentist was good.;[sound:436.mp3]
437;die Tablette, -n;tablet;Ich nehme eine Tablette gegen Schmerzen.;'I''m taking a tablet for pain.';[sound:437.mp3]
438;sollen;should;Der Arzt sagt, ich sollte mehr Wasser trinken.;The doctor says I should drink more water.;[sound:438.mp3]
439;die Gesundheit, Sg.;health;Gesundheit ist unser wertvollstes Gut.;Health is our most valuable asset.;[sound:439.mp3]
440;die Krankenkasse, -n;health insurance;Die Krankenkasse übernimmt die Kosten der Behandlung.;Health insurance covers the cost of treatment.;[sound:440.mp3]
441;regelmäßig;regularly;Es ist wichtig, regelmäßig Sport zu treiben.;'It''s important to exercise regularly.';[sound:441.mp3]
442;die Zahnkontrolle, -n;dental check-up;Die Zahnkontrolle beim Zahnarzt ist wichtig.;Dental check-ups at the dentist are important.;[sound:442.mp3]
443;das Bonusheft, -e;bonus booklet;Das Bonusheft dokumentiert Zahnarztbesuche.;The bonus booklet documents dental visits.;[sound:443.mp3]
444;die Gesundheitskarte, -n;health card;Bitte bringen Sie Ihre Gesundheitskarte zum Arzttermin mit.;'Please bring your health card to the doctor''s appointment.';[sound:444.mp3]
445;die Krankschreibung, -en;sick leave certificate;Der Arzt hat mir eine Krankschreibung für eine Woche ausgestellt.;The doctor issued me a sick leave certificate for one week.;[sound:445.mp3]
446;der/die Arbeitgeber/in, -/-nen;employer;Mein Arbeitgeber ist sehr großzügig.;My employer is very generous.;[sound:446.mp3]
447;das Medikament, -e;medication;Das Medikament hilft gegen die Schmerzen.;The medication helps with the pain.;[sound:447.mp3]
448;geben;to give;Kannst du mir bitte Wasser geben?;Can you please give me some water?;[sound:448.mp3]
449;das Rezept, -e;prescription;Der Arzt hat mir ein Rezept für die Medikamente gegeben.;The doctor gave me a prescription for the medication.;[sound:449.mp3]
450;die Apotheke, -n;pharmacy;Ich gehe zur Apotheke, um das Medikament abzuholen.;'I''m going to the pharmacy to pick up the medication.';[sound:450.mp3]
451;krank;sick;Ich fühle mich heute krank und kann nicht arbeiten.;'I feel sick today and can''t work.';[sound:451.mp3]
452;sofort;immediately;Bitte rufen Sie den Notruf sofort an.;Please call the emergency number immediately.;[sound:452.mp3]
453;Fieber messen;to measure the fever;Wir müssen das Fieber messen, um die Temperatur zu überprüfen.;We need to measure the fever to check the temperature.;[sound:453.mp3]
454;die Entschuldigung, -en;apology;Ich schreibe eine Entschuldigung für die verpasste Schule.;'I''m writing an apology for the missed school.';[sound:454.mp3]
455;Sehr geehrte Frau ... / Sehr geehrter Herr ...;Dear Mrs... / Dear Mr...;Sehr geehrte Frau Müller, ...;Dear Mrs. Müller, ...;[sound:455.mp3]
456;Mit freundlichen Grüßen;Yours sincerely;Mit freundlichen Grüßen, Peter Schmidt;Yours sincerely, Peter Schmidt;[sound:456.mp3]
457;der Unterricht, Sg.;lessons;Der Unterricht beginnt um 8 Uhr morgens.;'Lessons start at 8 o''clock in the morning.';[sound:457.mp3]
458;untersuchen;to examine;Der Arzt wird Sie untersuchen, um die Ursache zu finden.;The doctor will examine you to find the cause.;[sound:458.mp3]
459;operieren;to operate;Der Chirurg wird das Knie operieren.;The surgeon will operate on the knee.;[sound:459.mp3]
460;es geht mir besser;'I''m feeling better';Danke für die Genesungswünsche, es geht mir besser.;'Thank you for the get-well wishes, I''m feeling better.';[sound:460.mp3]
461;der Notruf, -e;emergency call;In einem Notfall sollten Sie den Notruf wählen.;In case of an emergency, you should dial the emergency number.;[sound:461.mp3]
462;"der Notfall, ""-e";emergency;In einem medizinischen Notfall rufen Sie den Notarzt.;In a medical emergency, call the emergency doctor.;[sound:462.mp3]
463;"der Notarzt, ""-e";emergency doctor;Der Notarzt ist schnell am Unfallort angekommen.;The emergency doctor arrived quickly at the accident scene.;[sound:463.mp3]
464;"der Unfall, ""-e";accident;Der Unfall ereignete sich gestern auf der Autobahn.;The accident happened yesterday on the highway.;[sound:464.mp3]
465;Was ist passiert?;What happened?;Was ist passiert? Kannst du mir erzählen, was passiert ist?;What happened? Can you tell me what happened?;[sound:465.mp3]
466;verletzt sein;to be injured;Er ist bei dem Unfall verletzt worden.;He was injured in the accident.;[sound:466.mp3]
467;dringend;urgent;Wir benötigen dringend medizinische Hilfe.;We urgently need medical assistance.;[sound:467.mp3]
468;die Minute, -n;minute;Wir haben noch eine Minute Zeit, um den Zug zu erreichen.;We have one more minute to catch the train.;[sound:468.mp3]
469;die Ecke, -n;corner;Die Apotheke befindet sich an der Ecke der Straße.;The pharmacy is located at the corner of the street.;[sound:469.mp3]
470;das Feuer, Sg.;fire;Das Feuerwehrauto kommt, um das Feuer zu löschen.;The fire truck is coming to extinguish the fire.;[sound:470.mp3]
471;die Feuerwehr, -en;fire department;Die Feuerwehr ist schnell am Brandort.;The fire department arrived quickly at the fire scene.;[sound:471.mp3]
472;der Krankenwagen, -;ambulance;Der Krankenwagen bringt den Verletzten ins Krankenhaus.;The ambulance is taking the injured person to the hospital.;[sound:472.mp3]
473;der Weg, -e;way;Können Sie mir den Weg zum Bahnhof zeigen?;Can you show me the way to the train station?;[sound:473.mp3]
474;"die Stadt, ""-e";city;Die Stadt ist voller Sehenswürdigkeiten.;The city is full of sights.;[sound:474.mp3]
475;der Bus, -se;bus;Der Bus fährt alle 30 Minuten.;The bus runs every 30 minutes.;[sound:475.mp3]
476;die Straßenbahn, -en;tram;Die Straßenbahn hält an dieser Haltestelle.;The tram stops at this tram stop.;[sound:476.mp3]
477;die U-Bahn, -en;subway;Die U-Bahn ist ein schnelles Verkehrsmittel in der Stadt.;The subway is a fast mode of transportation in the city.;[sound:477.mp3]
478;die S-Bahn, -en;suburban train;Die S-Bahn verbindet die Stadt mit den Vororten.;The suburban train connects the city with the suburbs.;[sound:478.mp3]
479;"der Zug, ""-e";train;Der Zug fährt pünktlich ab.;The train departs on time.;[sound:479.mp3]
480;das Schiff, -e;ship;Wir nehmen das Schiff für eine Bootsfahrt auf dem See.;'We''re taking the ship for a boat trip on the lake.';[sound:480.mp3]
481;"das Motorrad, ""-er";motorcycle;Das Motorrad ist ein schnelles Fortbewegungsmittel.;The motorcycle is a fast mode of transportation.;[sound:481.mp3]
482;das Flugzeug, -e;airplane;Das Flugzeug hebt ab und fliegt in den Himmel.;The airplane takes off and flies into the sky.;[sound:482.mp3]
483;der/die Fußgänger/in, -/-nen;pedestrian;Die Fußgänger müssen an der Ampel warten.;Pedestrians have to wait at the traffic light.;[sound:483.mp3]
484;fahren;to drive;Ich fahre gerne mit dem Fahrrad zur Arbeit.;I like to ride my bike to work.;[sound:484.mp3]
485;fliegen;to fly;Das Flugzeug wird in wenigen Stunden nach New York fliegen.;The airplane will fly to New York in a few hours.;[sound:485.mp3]
486;zu Fuß gehen;to walk;Wir können zu Fuß zum Schwimmbad gehen.;We can walk to the swimming pool.;[sound:486.mp3]
487;teuer;expensive;Das Taxi in dieser Stadt ist sehr teuer.;The taxi in this city is very expensive.;[sound:487.mp3]
488;schnell;fast;Der Zug ist ein schnelles Verkehrsmittel.;The train is a fast mode of transportation.;[sound:488.mp3]
489;praktisch;practical;Ein Fahrrad ist ein praktisches Fortbewegungsmittel in der Stadt.;A bicycle is a practical mode of transportation in the city.;[sound:489.mp3]
490;morgens;in the morning;Morgens trinke ich immer eine Tasse Kaffee.;In the morning, I always have a cup of coffee.;[sound:490.mp3]
491;"das Schwimmbad, ""-er";swimming pool;Im Schwimmbad können wir schwimmen und Spaß haben.;At the swimming pool, we can swim and have fun.;[sound:491.mp3]
492;"das Rathaus, ""-er";town hall;Das Rathaus ist das Verwaltungsgebäude der Stadt.;The town hall is the administrative building of the city.;[sound:492.mp3]
493;die Bibliothek, -en;library;Die Bibliothek hat eine große Auswahl an Büchern.;The library has a large selection of books.;[sound:493.mp3]
494;"der Hauptbahnhof, ""-e";main train station;Der Hauptbahnhof ist ein wichtiger Verkehrsknotenpunkt.;The main train station is an important transportation hub.;[sound:494.mp3]
